Country,ISO,Sec_cntry,Name,Purpose,Admin_unit,Near_city,River,Main_basin,Sub_basin,Status,PVOUT,PV_surface,PV_spcapacity,Dam_hgt,Res_capacity,Res_area,HPP_elec_cap,Transm_exist,Transm_length,Transm_planned,Proj_type,Lifecycle,Storage_typ,Linked_prj,Proj_cost,Proj_status,Study_status,Proj_yr,Yr_recentstudy,Comission_due,Ann_firm_gen,Ann_tot_gen,Prox_irrig,Size_irrig_area,Owner,Autom_EMS/SCADA, PrivateOwnership_RE,Feed_in_tariff_Solar,Feed_in_tariff _ForeignExchg,Guaranteed_Offtake,Competitive_bidding,Winning_bid _offtake,OtherFiscal _incentives_RE,Prioritized_access_grid_RE,Priority_dispatch,Compensation_IPP_offtake,Compensations_lost_generation,Gov_guarantee_payments,Regulatory_Overview,Download,Long,Lat
Guinea,GIN,,Donkea,Hydropower,,,,,,Incomplete,1504,,,,,,15,,,,,,,,,,,,,,,,,,Electricité de Guinée,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,RISE Information (http://rise.esmap.org/country/guinea),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-13.833,10.15
Guinea,GIN,,Fello Sounga,Hydropower,Sub-regional (multi-national),,TominÃ©,Koliba Corubal,,Planned,1574,,,0,1489,,82,225,130,,Multipurpose,Green fields,Storage,,285,Studies,Pre-feasibility,0,2010,0,286,333,,,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,RISE Information (http://rise.esmap.org/country/guinea),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-13.273,11.55
Guinea,GIN,,Fetore,Hydropower,National,,Fetore,Fetore,,Unknown,1597,,,0,0,,124,225,40,,Hydropower,Green fields,Run-of-river,,160,Studies,Concept design,0,0,0,232,322,,,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,RISE Information (http://rise.esmap.org/country/guinea),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-12.7167,11.0667
Guinea,GIN,,Fomi,Hydropower,Sub-regional (multi-national),,Niandan,Niger,,Planned,1604,,,60,6000,,110,225,250,,Multipurpose,Green fields,Storage,,384,Studies,Pre-feasibility,0,2011,2019,320,374,< 50,> 5,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,RISE Information (http://rise.esmap.org/country/guinea),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-9.71617,10.5187
Guinea,GIN,,Gozoguezia,Hydropower,Sub-regional (multi-national),,Diani,,,Planned,1460,,,0,0,,48,225,60,,Hydropower,Green fields,,,181,Studies,Pre-feasibility,0,1983,0,200,259,,,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,RISE Information (http://rise.esmap.org/country/guinea),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-9.3325,7.7814
Guinea,GIN,,Grand Kinkon,Hydropower,Sub-regional (multi-national),,Kokoulo,Kokoulo,,Unknown,1640,,,145,0,,291,225,90,,Hydropower,Green fields,Storage,,298,Studies,Concept design,1983,1983,0,618,720,,,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,RISE Information (http://rise.esmap.org/country/guinea),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-12.44236,11.0508
Guinea,GIN,,Grandes Chutes,Hydropower,,Kindia,Samou,,,Operational since 1963,1520,,,,,,27,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,RISE Information (http://rise.esmap.org/country/guinea),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-13.113593,9.917968
Guinea,GIN,,Kale,Hydropower,Kindia,Kindia,Samou,West Coast,Konkoure,Operational since 1963,1519,,,20,14,,20,,,,,,,,,,,,,,,,,,Etat de Guinee,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,RISE Information (http://rise.esmap.org/country/guinea),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-13.1,9.9167
Guinea,GIN,,Kaleta,Hydropower,Sub-regional (multi-national),,KonkourÃ©,KonkourÃ©,,Operational,1544,,,22,20.9,,240,225,140,225,Hydropower,Green fields,Run-of-river,Hydropower,537,Funding approved or under construction,,0,2008,2015,930,1090,,,Etat de Guinee,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,RISE Information (http://rise.esmap.org/country/guinea),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-13.2765,10.4627
Guinea,GIN,Sierra Leone,Kassa B,Hydropower,Sub-regional (multi-national),,Kaba,Kaba,,Planned,1540,,,0,0,,118,225,50,,Hydropower,Green fields,Storage,,214,Studies,Pre-feasibility,0,2011,2020,409,463,50-200,> 5,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,RISE Information (http://rise.esmap.org/country/guinea),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-11.8987,10.0009
Guinea,GIN,,Koukoutamba,Hydropower,Sub-regional (multi-national),,Bafing,Senegal,,Planned,1653,,,75,6200,,292,225,120,,Hydropower,Green fields,Storage,Hydropower,440,Studies,Feasibility,0,2013,0,507,858,,,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,RISE Information (http://rise.esmap.org/country/guinea),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-11.382,11.2675
Guinea,GIN,,Kouravel,Hydropower,National,,,Gambia,,Unknown,1641,,,0,0,,135,225,150,,Hydropower,Green fields,Run-of-river,,185,Studies,Concept design,0,0,0,350,,,,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,RISE Information (http://rise.esmap.org/country/guinea),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-12.4333,11.7
Guinea,GIN,,Kouya,Hydropower,National,,Gambia,Gambia,,Planned,1624,,,0,0,,86,225,180,,Hydropower,Green fields,Run-of-river,Hydropower,143,Studies,Concept design,0,0,0,,334,,,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,RISE Information (http://rise.esmap.org/country/guinea),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-11.9667,12.05
Guinea,GIN,,Lafou,Hydropower,National,,,,,Unknown,1589,,,0,0,,98,225,20,,Hydropower,Green fields,Run-of-river,,98,Studies,Concept design,0,0,0,255,,,,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,RISE Information (http://rise.esmap.org/country/guinea),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-12,10.2167
Guinea,GIN,,Morisananko,Hydropower,Sub-regional (multi-national),,Sankarani,Niger,,Planned,1601,,,0,3930,,100,225,120,,Multipurpose,Green fields,Storage,,470,Studies,Pre-feasibility,1983,1983,0,438,523,< 50,> 5,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,RISE Information (http://rise.esmap.org/country/guinea),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-8.6875,10.2191
Guinea,GIN,,Poudalde,Hydropower,National,,Cogon,Cogon,,Unknown,1567,,,77,0,,130,110,60,,Hydropower,Green fields,Storage,,150,Studies,Feasibility,0,2011,2017,,346,,,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,RISE Information (http://rise.esmap.org/country/guinea),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-13.9277,11.3747
Guinea,GIN,,Souapiti,Hydropower,Sub-regional (multi-national),,KonkourÃ©,KonkourÃ©,,Under construction,1544,,,106.5,17300,,600,225,6,,Hydropower,Green fields,Storage,Hydropower,1600,Studies,Feasibility,0,2007,2023,2400,2825,,,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,RISE Information (http://rise.esmap.org/country/guinea),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-13.2485,10.4251
Guinea,GIN,,Tene,Hydropower,National,,,Senegal,,Unknown,1641,,,0,0,,76,225,40,,Hydropower,Green fields,Run-of-river,,122,Studies,Concept design,0,0,0,199,,< 50,1-5,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,RISE Information (http://rise.esmap.org/country/guinea),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-11.645894,11.069772
Guinea,GIN,,Tiopo 115 MW,Hydropower,National,,Cogon,Cogon,,Planned,1570,,,0,0,,115,110,60,,Hydropower,Green fields,,,0,Studies,Concept design,0,0,0,,,,,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,RISE Information (http://rise.esmap.org/country/guinea),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-13.94874,11.46755
Guinea,GIN,,Tiopo 83 MW,Hydropower,National,,Cogon,Cogon,,Planned,1562,,,0,0,,83,110,60,,Hydropower,Green fields,,,0,Studies,Concept design,0,0,0,,,,,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,RISE Information (http://rise.esmap.org/country/guinea),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-13.74874,11.067
Liberia,LBR,,Mano1,Hydropower,,,,,,Incomplete,1392,,,,,,180,,,,,,,,605,,,,,,,,,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/liberia),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-10.55,6.9167
Liberia,LBR,,Mano2,Hydropower,,,,,,Incomplete,1392,,,,,,74,,,,,,,,330,,,,,,,,,,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/liberia),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-10.55,6.9167
Liberia,LBR,,Mount Coffee,Hydropower,Bomi,Monrovia,St Paul,West Coast,Saint Paul,Operational since 1966,1330,,,19,238.6,,80,,,225,Hydropower,Rehabilitation,Run-of-river,,204,Funding approved or under construction,,1976,2013,2015,435,,,,Public  Utilities  Authority,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/liberia),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-10.65,6.508333
Liberia,LBR,,Saint Paul 2 (SP-2),Hydropower,National,,St Paul,St Paul,,Planned,1424,,,0,0,,120,225,80,,Hydropower,Green fields,Run-of-river,,813,Studies,Pre-feasibility,1976,2008,0,599,788,,,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/liberia),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-10.16,7.01
Liberia,LBR,,Saint Paul-1B (SP-1B),Hydropower,National,,St Paul,St Paul,,Planned,1413,,,0,0,,80,225,65,,Hydropower,Green fields,Run-of-river,,437,Studies,Pre-feasibility,1976,2008,0,389,512,,,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/liberia),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-10.28149,6.950901
Liberia,LBR,,St John,Hydropower,National,,St John River,St John River,,Unknown,1363,,,0,0,,67,225,30,,Hydropower,Green fields,Storage,Hydropower,287,Studies,Pre-feasibility,0,0,0,220,289,,,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/liberia),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-9.85,6.19
Liberia,LBR,,Via Reservoir (V1),Hydropower,National,,St Paul / Via confluence,St Paul,,Unknown,1437,,,40,4950,,132,225,125,,Hydropower,Green fields,Storage,Hydropower,850,Studies,Pre-feasibility,1976,2008,0,433,569,< 50,> 5,,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/liberia),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-9.813,7.205
Mali,MLI,,Badoumbe,Hydropower,National,,Bakoye,Senegal,,Planned,1637,,,75,10000,,70,225,70,,Multipurpose,Green fields,Storage,,197,Studies,Feasibility,0,0,2019,312,410,> 200,> 5,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,RISE Information (http://rise.esmap.org/country/mali),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-9.44,13.72
Mali,MLI,,Baoule 3,Hydropower,,,Baoule,,,Planned,1635,,,30,2.8,,24,,,,,,,,223,,Feasibility,,,,,124,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,RISE Information (http://rise.esmap.org/country/mali),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-8.6211,12.8919
Mali,MLI,,Bindougou,Hydropower,National,,Bafing,Senegal,,Unknown,1623,,,43,2000,,50,225,100,,Multipurpose,Green fields,Storage,,158,Studies,Pre-feasibility,0,0,0,220,289,> 200,> 5,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,RISE Information (http://rise.esmap.org/country/mali),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-10.46,12.32
Mali,MLI,,Felou,Hydropower,Sub-regional (multi-national),,Senegal,Senegal,,Operational since 1927,1625,,,13,0,,60,225,3,225/90,Hydropower,Green fields,Run-of-river,,251,In operation,,0,0,2013,350,,< 50,> 5,OVMS,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,RISE Information (http://rise.esmap.org/country/mali),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-11.26,14.32
Mali,MLI,,Gaoulgo,Hydropower,National,,Niger,Niger,,Unknown,1616,,,0,100,,300,161,220,,,Green fields,,,814,Studies,Concept design,0,0,0,,,< 50,> 5,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,RISE Information (http://rise.esmap.org/country/mali),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-0.059566,16.297568
Mali,MLI,,Gouina (OMVS),Hydropower,Sub-regional (multi-national),,Senegal,Senegal,,Planned,1615,,,20,0,,140,225,58,,Hydropower,Green fields,Run-of-river,,428,Funding approved or under construction,Feasibility,0,0,2017,227,565,< 50,> 5,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,RISE Information (http://rise.esmap.org/country/mali),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-11.1,13.91
Mali,MLI,,Kenie,Hydropower,,,,,,Planned,1615,,,,,,42,,,,,,,,125,,,,,2020,,175,,,Eranove Group,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,RISE Information (http://rise.esmap.org/country/mali),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-7.6357,11.2461
Mali,MLI,,Labbezanga,Hydropower,National,,Niger,Niger,,Planned,1695,,,15,664,,65,161,60,,Hydropower,Green fields,Storage,,165,Studies,Concept design,0,0,0,,30,< 50,> 5,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,RISE Information (http://rise.esmap.org/country/mali),Full Database (https://energydata.info/dataset/hydropower-dams-2018),0.66,15
Mali,MLI,,Manantali,Hydropower,Sub-regional (multi-national),Kayes,Bafing,Senegal,Bafing,Operational since 1988,1618,4770,,70,11270,477,200,225,,225,Hydropower,Rehabilitation,Storage,,22,Funding approved or under construction,,2013,0,2018,807,,,,Organisation Mise en Valeur Fleuve Senegal,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,RISE Information (http://rise.esmap.org/country/mali),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-10.43,13.195556
Mali,MLI,,Selingue,Hydropower,Sikasso,Bamako,Sankaran,Niger River Basin,Sankarani,Operational since 1982,1629,4300,,25,2200,430,44,150/60,,,Hydropower,Upgrade,Storage,,0,In operation,,0,0,1980,,200,,,Republique du Mali,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,RISE Information (http://rise.esmap.org/country/mali),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-8.23,11.64
Mali,MLI,,Taoussa,Hydropower,National,,Niger,Niger,,Under construction,1701,,,30,3150,,25,161,220,,Multipurpose,Green fields,Storage,,304,Funding approved or under construction,,0,0,2017,,118,< 50,> 5,Republique du Mali,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,RISE Information (http://rise.esmap.org/country/mali),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-0.535841,16.971099
Mali,MLI,,Tossaye,Hydropower,,,,,,Incomplete,1709,,,,,,21,,,,,,,,330,,,,,,,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,RISE Information (http://rise.esmap.org/country/mali),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-0.5667,16.95
Niger,NER,,Dyondyonga,Hydropower,,,,,,Planned,1620,,,,,,,132,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/niger),Full Database (https://energydata.info/dataset/hydropower-dams-2018),2.532,12.2839
Niger,NER,,Gambou,Hydropower,National,,Niger,Niger,,Planned,1631,,,35,500,,105,161/132,120,,Hydropower,Green fields,Run-of-river,,577,Studies,Feasibility,0,1980,0,528,,50-200,> 5,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/niger),Full Database (https://energydata.info/dataset/hydropower-dams-2018),2.62,12.57
Niger,NER,,Kandadji,Hydropower,Tillabï¿½ri,Tillabï¿½ri,Niger,Niger,,Under construction,1687,,,30,1596,,130,161,160,132,Multipurpose,Green fields,Storage,,590,Funding approved or under construction,Detailed design,1970,2012,2018,629,,< 50,> 5,HCAVN/CAB PM,No,No,No,No,No,No,No,Yes,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/niger),Full Database (https://energydata.info/dataset/hydropower-dams-2018),1.0008,14.59
Nigeria,NGA,,Ankwil,Hydropower,Plateau,Bukuru,Tenti,Niger River Basin,Gongola,Operational since 1964,1720,,,26,31,,1,,,,,,,,,,,,,,,,,,Nigerian Electricity Supply Corp. Nig. Ltd,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/nigeria),Full Database (https://energydata.info/dataset/hydropower-dams-2018),8.9733,9.7647
Nigeria,NGA,,Dadin Kowa,Hydropower,Bauchi,Shani,Gongola,Niger River Basin,Gongola,Operational since 1989,1628,3000,,30.4,800,300,51,330/132,35,,Multipurpose,Green fields,Storage,,50,Funding approved or under construction,,1984,2011,2016,,,< 50,> 5,Upper Benue River Basin Development Authority (UBRBDA),No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/nigeria),Full Database (https://energydata.info/dataset/hydropower-dams-2018),11.479973,10.322044
Nigeria,NGA,,Dasin Hausa,Hydropower,National,,Benue,Niger,,Unknown,1603,,,40,0,,350,330,190,,Multipurpose,Green fields,Storage,,0,Studies,Concept design,1980,0,0,,1530,50-200,> 5,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/nigeria),Full Database (https://energydata.info/dataset/hydropower-dams-2018),12.55,9.23
Nigeria,NGA,,Gurara 2,Hydropower,National,,Gurara,Niger,,Unknown,1494,,,0,400,,360,330/132,15,,Multipurpose,Green fields,Storage,,0,Seeking approvals and funding,,0,2014,0,,1130,< 50,> 5,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/nigeria),Full Database (https://energydata.info/dataset/hydropower-dams-2018),7.05,9.4
Nigeria,NGA,,Ikere Gorge,Hydropower,Oyo,Shaki,Ogun,West Coast,Ogun,Operational since 1983,1352,800,,48,265,80,0,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/nigeria),Full Database (https://energydata.info/dataset/hydropower-dams-2018),3.7214,8.1903
Nigeria,NGA,,Ikom,Hydropower,National,,Cross,Cross,,Planned,1352,,,0,0,,736,330,115,,Hydropower,Green fields,Storage,,0,Studies,Concept design,1980,0,0,,1750,50-200,< 1,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/nigeria),Full Database (https://energydata.info/dataset/hydropower-dams-2018),8.7,5.9667
Nigeria,NGA,,Jabi,Hydropower,Fct,Abuja,Jabi,Niger River Basin,Gurara,Operational since 1982,1473,,,15,6,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/nigeria),Full Database (https://energydata.info/dataset/hydropower-dams-2018),7.4164,9.0675
Nigeria,NGA,,Katsina Ali,Hydropower,National,,Katsina Ala,Niger,,Unknown,1463,,,0,0,,310,132,60,,Hydropower,Green fields,Storage,,0,Studies,Concept design,0,0,0,,1140,50-200,> 5,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/nigeria),Full Database (https://energydata.info/dataset/hydropower-dams-2018),9.279301,7.163306
Nigeria,NGA,,Kurra,Hydropower,Kurra,Kurra,Tenti,Niger River Basin,Gongola,Operational since 1929,1710,48,,19,17,4.8,8,,,,,,,,,,,,,,,,,,Nigerian Electricity Supply Corporation Limited (NESCO),No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/nigeria),Full Database (https://energydata.info/dataset/hydropower-dams-2018),9.2167,9.8333
Nigeria,NGA,,Lokoja,Hydropower,Sub-regional (multi-national),,Niger,Niger,,Planned,1433,,,45,0,,1950,330,15,,Hydropower,Green fields,Storage,,4463,Studies,Concept design,1980,0,0,,8540,< 50,> 5,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/nigeria),Full Database (https://energydata.info/dataset/hydropower-dams-2018),6.75144,7.79628
Nigeria,NGA,,Makurdi,Hydropower,National,,Benue,Niger,,Planned,1435,,,50,0,,1062,330,175,,Hydropower,Green fields,Storage,,1983,Studies,Concept design,1980,0,0,,4750,< 50,> 5,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/nigeria),Full Database (https://energydata.info/dataset/hydropower-dams-2018),8.53849,7.74385
Nigeria,NGA,,Mambilla,Hydropower,Sub-regional (multi-national),,Donga,Niger,,Unknown,1614,,,158,0,,3050,330,300,,Hydropower,Green fields,Storage,,4000,Seeking approvals and funding,,1980,2014,2021,12000,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/nigeria),Full Database (https://energydata.info/dataset/hydropower-dams-2018),11.16,6.83
Nigeria,NGA,,Onitsha,Hydropower,National,,Niger,Niger,,Planned,1360,,,0,0,,1050,330,10,,Hydropower,Green fields,Storage,,0,Studies,Concept design,1980,0,0,,3280,< 50,> 5,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/nigeria),Full Database (https://energydata.info/dataset/hydropower-dams-2018),6.7833,6.1667
Nigeria,NGA,,Oyan,Hydropower,Ogun,Abeokuta,Oyan,West Coast,Ogun,Operational since 1983,1311,400,,30,270,40,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/nigeria),Full Database (https://energydata.info/dataset/hydropower-dams-2018),3.2553,7.2592
Nigeria,NGA,,Zungeru,Hydropower,Sub-regional (multi-national),,Kaduna,Niger,,Under construction,1485,,,90,10000,,700,330,140,,Hydropower,Green fields,Storage,,1300,Funding approved or under construction,Feasibility,0,1990,2017,2295,3019,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/nigeria),Full Database (https://energydata.info/dataset/hydropower-dams-2018),6.1558,9.8128
Sierra Leone,SLE,,Benkongor I - III,Hydropower,National,,,,,Planned,1477,,,16.7,0.6,,200,225,5,,Hydropower,Green fields,Run-of-river,Hydropower,490,Studies,Concept design,0,2005,2020,,1164,50-200,1-5,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,RISE Information (http://rise.esmap.org/country/sierra-leone),Full Database (https://energydata.info/dataset/hydropower-dams-2018),-11.264041,8.551646
